id,word_count,unique_word_count,average_word_length,flesch_kincaid_grade
1233,171,118,4.578947368421052,10.9
1234,179,126,4.374301675977653,7.5
1235,182,120,4.434065934065934,8.6
1236,195,130,4.328205128205128,4.9
1237,180,127,4.527777777777778,13.8
1238,172,118,4.395348837209302,8.1
1239,194,129,4.489690721649485,12.3
1240,165,132,5.127272727272727,6.2
1241,168,117,4.208333333333333,13.8
1242,152,113,4.578947368421052,7.2
1243,140,103,4.807142857142857,10.7
1244,159,119,4.3584905660377355,7.5
1245,180,132,4.266666666666667,7.6
1246,181,123,4.519337016574585,17.4
1247,173,113,4.358381502890174,9.8
1248,176,130,4.556818181818182,12.3
1249,174,122,4.574712643678161,6.5
1254,192,121,4.359375,11.1
1255,187,126,4.304812834224599,9.0
1260,166,113,3.9036144578313254,29.8
1265,181,126,4.845303867403315,8.8
1269,183,123,4.262295081967213,10.5
1270,194,114,4.097938144329897,11.2
1272,194,130,4.175257731958763,7.0
1273,169,106,4.218934911242603,8.0
1274,150,101,4.453333333333333,13.2
1275,174,112,4.281609195402299,9.5
1276,152,101,4.1644736842105265,4.8
1277,186,126,4.150537634408602,10.7
1278,158,105,4.474683544303797,10.0
1279,148,97,4.087837837837838,27.4
1280,153,103,4.084967320261438,10.5
1281,157,105,4.114649681528663,8.8
1282,182,128,4.142857142857143,12.8
1283,178,106,4.02808988764045,7.3
1284,186,128,4.473118279569892,16.7
1285,151,104,4.596026490066225,9.6
1286,152,107,4.447368421052632,8.2
1287,187,137,4.663101604278075,10.1
1288,150,109,4.66,9.5
1289,195,128,4.323076923076923,9.3
1291,194,111,3.865979381443299,8.0
1292,197,121,4.274111675126903,13.9
1294,191,122,4.9057591623036645,12.8
1297,197,122,3.9593908629441623,11.4
1298,153,91,3.869281045751634,10.5
1299,155,105,4.6,13.0
1501,179,126,4.5251396648044695,33.5
1502,179,105,4.212290502793296,7.5
1503,164,116,4.7073170731707314,22.3
1504,164,116,4.560975609756097,10.4
1506,192,123,4.369791666666667,10.4
1507,190,132,4.405263157894737,8.0
1508,198,131,4.146464646464646,7.2
1509,199,132,4.256281407035176,8.3
1510,144,88,4.201388888888889,6.6
1512,144,107,4.354166666666667,11.0
1513,167,115,4.550898203592815,9.1
1515,194,131,4.314432989690721,9.4
1516,181,107,4.259668508287293,7.4
1517,177,123,4.401129943502825,9.5
1518,155,116,3.9870967741935486,8.6
1519,143,97,4.496503496503497,9.0
1520,191,130,4.675392670157068,14.6
1521,190,123,4.326315789473684,10.3
1522,158,109,4.3354430379746836,8.8
1523,168,113,4.815476190476191,34.9
1524,183,125,5.1530054644808745,11.0
1525,146,102,4.123287671232877,10.0
1526,152,93,4.480263157894737,12.8
1527,187,127,4.9144385026737964,12.5
1528,187,126,4.5828877005347595,11.9
1529,166,121,4.391566265060241,6.7
1530,141,100,4.375886524822695,4.3
1531,180,123,3.8333333333333335,6.2
1532,189,134,4.354497354497354,12.1
1533,162,108,3.932098765432099,5.3
1534,170,117,4.411764705882353,10.8
1535,169,126,4.34319526627219,5.9
1536,167,110,3.8922155688622753,5.5
1537,184,117,4.2228260869565215,12.9
1539,129,95,4.24031007751938,4.6
1540,169,131,4.124260355029586,4.7
1543,177,121,4.141242937853107,8.4
1544,172,122,4.6976744186046515,12.1
1545,195,130,4.861538461538461,9.4
1547,199,134,4.57286432160804,5.0
1548,181,125,4.419889502762431,5.0
1550,190,135,4.352631578947369,6.0
1551,188,124,4.207446808510638,9.1
1552,170,119,4.105882352941176,10.7
1553,183,128,4.327868852459017,16.4
1554,190,136,4.205263157894737,7.9
1555,192,125,4.25,7.9
1556,192,128,4.177083333333333,9.3
1557,170,122,4.405882352941177,11.8
1558,144,100,4.305555555555555,9.8
1559,146,108,4.184931506849315,6.7
1561,186,131,4.655913978494624,14.3
1562,179,115,3.782122905027933,1.1
1564,200,135,4.45,10.9
1565,195,130,3.943589743589744,6.9
1566,183,129,4.743169398907104,14.0
1568,183,126,4.639344262295082,12.8
1569,181,126,4.773480662983426,8.6
1570,175,128,4.497142857142857,11.1
1571,202,138,4.435643564356436,6.9
1572,182,123,4.010989010989011,12.8
1573,191,147,4.30890052356021,4.2
1574,192,119,4.473958333333333,7.2
1575,184,128,4.179347826086956,7.5
1577,191,125,4.596858638743456,8.0
1578,160,113,4.575,10.2
1579,181,129,4.906077348066298,8.8
1580,193,135,4.896373056994818,11.7
1581,180,116,4.372222222222222,8.5
1582,182,128,4.258241758241758,7.5
1583,163,104,4.110429447852761,4.9
1584,167,113,4.209580838323354,7.9
1585,193,115,3.989637305699482,11.1
1586,169,116,4.177514792899408,11.8
1587,175,124,4.24,5.4
1588,186,116,4.494623655913978,10.1
1589,192,130,4.34375,9.1
1591,162,102,4.2592592592592595,7.6
1592,175,105,4.468571428571429,8.3
1593,153,87,4.065359477124183,4.8
1594,165,120,4.2303030303030305,9.3
1595,156,88,3.8974358974358974,6.1
1596,184,121,4.255434782608695,11.7
1597,198,127,3.9444444444444446,11.4
1598,171,117,4.356725146198831,5.8
1599,188,117,4.50531914893617,6.4
1900,157,103,5.012738853503185,9.7
1901,190,129,5.073684210526316,6.0
1902,157,104,4.7006369426751595,5.3
1903,198,115,5.257575757575758,14.3
1905,144,107,5.951388888888889,16.2
1906,171,113,5.356725146198831,10.7
1907,162,102,5.419753086419753,10.8
1908,193,137,5.818652849740933,12.8
1909,191,128,4.659685863874346,7.1
1910,157,110,5.452229299363057,11.3
1912,155,102,5.161290322580645,11.9
1913,175,114,4.914285714285715,11.9
1914,152,97,5.131578947368421,5.5
1915,161,118,5.211180124223603,6.6
1916,183,78,5.038251366120218,12.2
1917,184,113,5.021739130434782,13.5
1918,180,127,5.822222222222222,15.7
1920,189,124,5.534391534391534,13.7
1921,156,114,5.903846153846154,13.3
1922,151,97,5.251655629139073,13.1
1923,178,110,4.578651685393258,10.8
1924,157,75,4.56687898089172,10.8
1925,156,115,6.17948717948718,15.9
1926,171,99,4.181286549707602,6.0
1927,153,97,5.143790849673203,16.4
1928,185,108,5.45945945945946,14.8
1929,186,111,4.752688172043011,5.7
1931,178,124,5.151685393258427,9.1
1932,171,110,5.3274853801169595,12.8
1933,158,115,5.556962025316456,13.3
1934,165,107,5.193939393939394,11.3
1935,146,96,5.335616438356165,9.6
1936,181,120,4.933701657458563,10.9
1937,156,93,4.4423076923076925,4.8
1939,180,107,5.35,18.5
1940,158,100,5.30379746835443,15.6
1941,157,111,5.025477707006369,11.1
1942,160,108,4.6875,6.6
1943,146,100,4.760273972602739,3.8
1944,183,113,4.295081967213115,6.9
1945,180,107,5.388888888888889,13.3
1946,166,112,4.728915662650603,3.3
1947,169,105,4.6923076923076925,8.3
1948,176,119,4.528409090909091,6.0
1949,173,116,5.502890173410405,10.0
1950,159,119,6.3081761006289305,20.4
1951,177,118,6.3107344632768365,17.9
1952,182,126,5.626373626373627,17.5
1953,180,105,4.838888888888889,8.0
1954,170,99,4.376470588235295,2.5
1955,199,121,4.28140703517588,2.1
1956,193,119,4.766839378238342,4.5
1957,200,121,4.535,4.4
1959,169,111,4.899408284023669,8.1
1960,168,123,5.404761904761905,11.0
1961,157,103,5.407643312101911,12.1
1962,176,110,5.409090909090909,9.5
1963,152,111,4.947368421052632,10.7
1964,169,113,4.994082840236686,7.6
1966,167,111,5.041916167664671,12.6
1967,172,116,5.6976744186046515,15.2
1968,189,98,4.534391534391534,8.3
1969,167,113,5.419161676646707,15.3
1970,140,93,5.107142857142857,8.2
1971,148,106,5.1891891891891895,8.6
1972,178,116,5.095505617977528,8.2
1973,188,109,5.23404255319149,13.8
1974,156,101,4.256410256410256,4.4
1975,169,117,5.372781065088757,8.3
1976,161,102,5.708074534161491,14.9
1977,144,98,4.652777777777778,6.5
1978,190,124,4.978947368421053,10.7
1979,155,99,5.27741935483871,6.8
1980,167,116,5.916167664670659,12.9
1981,162,115,5.351851851851852,9.0
1982,194,122,4.994845360824742,9.0
1983,161,104,5.503105590062112,17.0
1984,171,115,4.526315789473684,10.4
1985,165,114,5.793939393939394,14.9
1986,192,113,4.572916666666667,7.4
1987,155,98,5.638709677419355,15.7
1988,173,102,4.988439306358382,8.2
1989,168,125,5.517857142857143,15.4
1990,188,119,5.24468085106383,11.4
1991,164,115,5.878048780487805,14.8
1992,187,126,5.449197860962567,11.8
1993,187,104,4.780748663101604,7.3
1995,171,117,5.12280701754386,11.6
1996,180,120,5.511111111111111,17.4
1997,184,125,5.081521739130435,11.2
1998,179,120,5.312849162011173,11.1
1999,155,99,5.683870967741935,18.9
2000,193,111,5.186528497409326,9.2
2001,185,122,6.081081081081081,15.8
2002,188,113,4.526595744680851,2.2
2003,164,107,4.975609756097561,7.0
2004,160,101,5.3,12.3
2005,172,107,4.790697674418604,9.3
2006,183,110,4.573770491803279,8.8
2007,154,107,5.064935064935065,15.3
2008,165,115,5.133333333333334,14.0
2009,182,104,3.9725274725274726,2.9
2010,165,111,5.418181818181818,12.5
2011,173,126,6.138728323699422,15.2
2012,198,130,5.459595959595959,13.1
2013,169,118,5.550295857988166,10.6
2014,152,109,4.407894736842105,7.2
2015,143,104,5.321678321678322,11.2
2016,188,120,5.542553191489362,11.4
2017,155,94,4.838709677419355,7.0
2018,143,98,5.335664335664336,11.2
2020,165,107,5.618181818181818,11.6
2021,170,120,5.970588235294118,17.9
2022,177,105,4.915254237288136,6.7
2024,183,111,4.737704918032787,8.6
2025,162,112,5.104938271604938,9.1
2026,147,100,5.115646258503402,10.3
2027,146,100,5.671232876712328,19.9
2028,161,122,5.161490683229814,9.9
2029,146,103,5.3493150684931505,9.2
2030,154,100,4.48051948051948,9.6
2031,149,98,5.74496644295302,17.3
2032,149,98,5.697986577181208,9.0
2033,155,102,7.090322580645161,20.3
2034,174,121,5.413793103448276,10.1
2035,172,112,4.8604651162790695,6.3
2036,192,109,4.703125,9.6
2037,195,135,4.846153846153846,7.3
2038,166,116,4.831325301204819,6.8
2039,175,108,4.771428571428571,8.5
2041,172,120,5.773255813953488,16.8
2042,155,110,5.038709677419355,10.7
2043,148,97,4.831081081081081,6.2
2044,170,105,5.047058823529412,10.7
2045,187,119,5.026737967914438,11.2
2046,172,119,5.017441860465116,10.0
2047,158,110,4.886075949367089,7.1
2048,193,133,5.414507772020725,12.0
2049,147,106,4.850340136054422,9.1
2050,162,106,5.209876543209877,15.9
2051,154,97,4.558441558441558,4.0
2052,160,99,4.775,4.2
2053,186,117,5.413978494623656,12.5
2054,173,119,4.901734104046243,10.5
2055,176,118,5.363636363636363,13.1
2056,181,102,4.54696132596685,12.7
2057,157,108,5.528662420382165,13.2
2058,159,109,5.163522012578617,11.0
2059,187,95,4.823529411764706,9.4
2060,152,101,5.453947368421052,14.3
2061,180,108,4.811111111111111,6.8
2062,160,108,4.68125,3.7
2063,169,130,6.207100591715976,17.8
2064,154,109,5.0519480519480515,7.1
2065,201,153,4.91542288557214,8.1
2066,181,120,5.165745856353591,9.9
2067,166,109,5.120481927710843,11.4
2068,166,115,5.030120481927711,10.1
2069,142,97,6.126760563380282,18.4
2070,162,100,5.290123456790123,13.5
2071,159,97,5.245283018867925,6.9
2072,186,129,5.182795698924731,11.4
2073,166,96,5.626506024096385,17.6
2074,166,107,4.9397590361445785,11.4
2075,167,113,5.766467065868263,16.2
2076,194,138,5.453608247422681,9.6
2077,160,107,5.33125,12.2
2078,184,135,5.157608695652174,10.0
2079,166,104,5.174698795180723,12.5
2080,140,104,4.821428571428571,7.0
2081,161,118,4.9813664596273295,13.5
2082,142,102,4.866197183098592,7.6
2083,181,130,4.895027624309392,6.4
2084,182,121,5.697802197802198,11.6
2085,147,95,4.795918367346939,6.2
2086,141,100,5.439716312056738,12.3
2087,153,100,5.620915032679738,17.6
2088,191,122,4.947643979057592,6.2
2089,135,76,4.859259259259259,15.3
2090,173,110,4.4508670520231215,4.6
2091,170,103,5.235294117647059,7.6
2092,187,110,4.695187165775401,14.3
2093,143,103,5.083916083916084,9.1
2094,176,118,4.659090909090909,8.4
2095,186,119,4.817204301075269,10.1
2097,181,115,5.12707182320442,12.1
2098,147,82,4.6938775510204085,8.1
2099,164,116,5.085365853658536,11.3
2100,166,83,5.006024096385542,11.4
2101,188,121,4.367021276595745,6.2
2104,162,99,4.611111111111111,6.8
2105,173,98,5.236994219653179,16.8
2106,170,126,5.258823529411765,8.7
2108,168,111,4.690476190476191,3.8
2109,165,117,5.472727272727273,13.7
2110,154,101,4.857142857142857,13.3
2111,196,118,5.096938775510204,9.1
2112,143,97,4.454545454545454,7.7
2113,147,97,5.27891156462585,11.5
2114,186,116,4.93010752688172,9.4
2115,196,113,5.163265306122449,6.9
2116,182,120,5.384615384615385,13.4
2117,172,93,4.627906976744186,10.7
2118,182,116,4.428571428571429,6.2
2119,194,119,4.814432989690721,7.9
2120,150,101,4.84,7.5
2121,147,92,5.074829931972789,9.6
2122,180,123,4.777777777777778,8.7
2124,179,120,5.58659217877095,16.1
2125,157,106,5.343949044585988,12.4
2126,175,128,6.114285714285714,18.2
2127,181,110,5.011049723756906,13.3
2129,192,118,5.53125,16.3
2131,160,106,5.0375,6.9
2132,175,118,5.914285714285715,15.4
2133,180,129,5.966666666666667,14.6
2134,150,106,5.586666666666667,14.0
2135,153,108,5.137254901960785,9.6
2136,141,95,5.581560283687943,15.5
2137,144,97,5.791666666666667,16.9
2138,160,115,6.0875,17.2
2139,154,98,5.720779220779221,12.3
2140,166,123,5.933734939759036,13.8
2141,142,97,5.176056338028169,7.1
2142,176,117,5.596590909090909,17.1
2143,150,85,4.7,6.8
2144,170,97,4.4,10.4
2145,193,129,4.891191709844559,10.5
2146,180,105,4.955555555555556,12.1
2147,148,98,4.5675675675675675,7.3
2148,141,75,5.078014184397163,6.7
2149,146,100,4.8493150684931505,8.1
2150,169,123,4.497041420118343,8.0
2151,179,110,5.067039106145251,12.0
2152,176,129,4.7272727272727275,7.2
2153,166,108,4.9879518072289155,8.7
2154,184,125,4.760869565217392,8.9
2155,201,137,5.1393034825870645,12.0
2156,175,129,5.354285714285714,8.9
2157,193,127,5.331606217616581,10.1
2158,157,105,4.796178343949045,15.5
2160,176,111,5.0227272727272725,13.1
2162,198,120,4.484848484848484,4.3
2163,165,111,5.090909090909091,10.1
2164,144,98,4.986111111111111,7.1
2166,196,131,4.714285714285714,7.9
2168,185,106,4.475675675675675,8.8
2169,189,112,5.296296296296297,13.7
2170,151,88,5.198675496688741,11.6
2172,189,112,5.222222222222222,12.6
2173,176,122,5.278409090909091,9.8
2174,172,106,4.883720930232558,7.6
2175,167,108,4.730538922155689,6.4
2176,197,132,4.32994923857868,6.7
2177,159,117,4.8427672955974845,6.1
2178,179,129,5.201117318435754,10.8
2179,185,120,5.2,11.1
2180,181,121,4.9779005524861875,8.5
2181,165,105,4.2,6.6
2183,147,88,4.571428571428571,7.3
2184,148,89,4.695945945945946,6.1
2185,146,91,5.102739726027397,9.2
2186,193,134,5.8549222797927465,15.2
2187,146,97,5.061643835616438,8.9
2188,173,106,5.138728323699422,15.6
2189,162,113,4.635802469135802,10.0
2190,159,97,5.515723270440252,12.6
2191,167,104,4.8562874251497,8.6
2192,147,99,4.959183673469388,9.3
2193,174,108,5.626436781609195,10.8
2194,160,110,5.0875,13.7
2195,145,98,5.275862068965517,10.3
2196,144,96,4.659722222222222,8.0
2197,162,95,4.907407407407407,8.8
2198,184,114,4.673913043478261,8.1
2199,162,110,6.080246913580247,14.7
2200,158,100,5.2594936708860756,14.5
2201,163,96,5.220858895705521,8.5
2202,165,107,5.418181818181818,13.7
2203,179,114,5.553072625698324,9.6
2204,193,127,4.487046632124352,5.5
2205,135,99,4.948148148148148,5.6
2207,157,108,5.312101910828026,10.6
2208,177,118,4.6158192090395485,6.7
2209,185,119,5.232432432432432,11.3
2210,185,114,4.859459459459459,8.1
2211,186,121,4.78494623655914,8.2
2212,180,107,4.322222222222222,6.1
2213,154,95,4.759740259740259,10.7
2214,147,102,4.816326530612245,10.3
2215,171,112,5.023391812865497,8.2
2216,148,99,4.824324324324325,10.6
2217,197,128,4.573604060913706,7.3
2218,151,110,5.516556291390729,11.8
2219,153,97,4.542483660130719,8.4
2220,140,96,5.207142857142857,14.2
2221,177,121,5.581920903954802,11.0
2222,160,98,5.875,16.1
2223,189,105,5.126984126984127,16.8
2224,156,105,4.858974358974359,8.5
2225,144,103,5.354166666666667,11.3
2226,162,117,5.148148148148148,13.7
2227,145,106,5.289655172413793,11.3
2228,168,91,4.928571428571429,10.3
2229,193,123,4.709844559585492,9.3
2230,191,129,5.277486910994765,10.7
2231,154,119,5.090909090909091,8.1
2232,152,93,4.6381578947368425,5.7
2233,149,97,5.369127516778524,10.9
2234,146,94,5.342465753424658,18.7
2235,176,109,5.170454545454546,14.7
2236,191,126,5.780104712041885,14.3
2237,173,113,5.15606936416185,6.6
2238,162,100,5.104938271604938,12.6
2239,154,103,6.915584415584416,19.2
2240,145,99,5.275862068965517,12.5
2242,180,118,5.394444444444445,12.1
2243,178,118,5.146067415730337,10.8
2244,194,121,4.556701030927835,6.7
2245,162,89,4.820987654320987,12.3
2246,165,120,6.0181818181818185,13.7
2248,167,113,5.532934131736527,13.8
2249,150,96,5.793333333333333,17.3
2250,137,99,5.131386861313868,12.2
2251,142,93,5.084507042253521,10.2
2252,170,114,5.229411764705882,10.4
2253,182,110,4.56043956043956,9.2
2255,169,123,5.940828402366864,14.2
2258,175,108,5.211428571428572,12.0
2259,192,135,5.604166666666667,10.8
2260,159,102,5.132075471698113,8.5
2261,163,102,5.171779141104294,7.0
2262,185,115,4.92972972972973,6.5
2263,174,110,5.568965517241379,10.1
2264,193,125,4.310880829015544,4.2
2265,196,141,5.244897959183674,11.8
2266,159,107,5.484276729559748,14.5
2267,150,92,4.506666666666667,5.1
2268,136,106,5.507352941176471,13.3
2269,195,124,5.123076923076923,8.5
2270,143,80,4.20979020979021,4.0
2271,195,106,4.917948717948718,9.1
2274,163,106,5.815950920245399,10.2
2275,172,111,4.988372093023256,5.4
2276,188,124,5.191489361702128,10.3
2277,193,121,4.7927461139896375,9.3
2278,181,126,5.480662983425415,12.7
2279,187,113,4.823529411764706,10.6
2281,160,109,5.04375,15.8
2282,167,105,5.191616766467066,16.3
2283,187,106,4.315508021390374,6.4
2284,150,87,5.82,21.5
2285,156,109,4.705128205128205,5.9
2286,139,102,5.093525179856115,9.9
2287,153,99,5.261437908496732,13.2
2288,195,114,5.0256410256410255,10.2
2289,182,113,5.0989010989010985,12.3
2290,173,111,5.271676300578035,10.0
2291,170,106,4.947058823529412,13.1
2292,180,127,5.444444444444445,12.1
2293,145,96,4.544827586206897,10.4
2294,192,122,4.489583333333333,2.7
2295,140,93,5.2214285714285715,11.3
